	NUMERO	NOM	TYPE_1	TYPE_2	POINTS_DE_VIE	POINTS_ATTAQUE	POINTS_DEFFENCE	POINTS_ATTAQUE_SPECIALE	POINT_DEFENSE_SPECIALE	POINTS_VITESSE	NOMBRE_GENERATIONS	LEGENDAIRE	First_pokemon	Second_pokemon	NBR_COMBATS	NBR_VICTOIRES	POURCENTAGE_DE_VICTOIRES
722	723	Roussil	Feu		59	59	58	90	70	73	6	0	67.0	67.0	115.0	67.0	0.5826086956521739
723	724	Goupelin	Feu	Psy	75	69	72	114	100	104	6	0	104.0	104.0	126.0	104.0	0.8253968253968254
724	725	Grenousse	Eau		41	56	40	62	44	71	6	0	71.0	71.0	125.0	71.0	0.568
725	726	Cro�poral	Eau		54	63	52	83	56	97	6	0	107.0	107.0	139.0	107.0	0.7697841726618705
726	727	Amphinobi	Eau	Obscur	72	95	67	103	71	122	6	0	122.0	122.0	127.0	122.0	0.9606299212598425
727	728	Sapereau	Normal		38	36	38	32	36	57	6	0	44.0	44.0	113.0	44.0	0.3893805309734513
728	729	Excavarenne	Normal	Sol	85	56	77	50	77	78	6	0	68.0	68.0	128.0	68.0	0.53125
729	730	Passerouge	Normal	Vol	45	50	43	40	38	62	6	0	55.0	55.0	136.0	55.0	0.40441176470588236
730	731	Braisillon	Feu	Vol	62	73	55	56	52	84	6	0	92.0	92.0	127.0	92.0	0.7244094488188977
731	732	Flambusard	Feu	Vol	78	81	71	74	69	126	6	0	120.0	120.0	132.0	120.0	0.9090909090909091
732	733	L�pidonille	Insecte		38	35	40	27	25	35	6	0	11.0	11.0	134.0	11.0	0.08208955223880597
733	734	P�r�grain	Insecte		45	22	60	27	30	29	6	0	10.0	10.0	133.0	10.0	0.07518796992481203
734	735	Prismillon	Insecte	Vol	80	52	50	90	50	89	6	0	80.0	80.0	120.0	80.0	0.6666666666666666
735	736	H�lionceau	Feu	Normal	62	50	58	73	54	72	6	0	55.0	55.0	124.0	55.0	0.4435483870967742
736	737	N�m�lios	Feu	Normal	86	68	72	109	66	106	6	0	98.0	98.0	121.0	98.0	0.8099173553719008
737	738	Flab�b�	F�e		44	38	39	61	79	42	6	0	34.0	34.0	151.0	34.0	0.2251655629139073
738	739	Floette	F�e		54	45	47	75	98	52	6	0	48.0	48.0	121.0	48.0	0.39669421487603307
739	740	Florges	F�e		78	65	68	112	154	75	6	0	76.0	76.0	121.0	76.0	0.628099173553719
740	741	Cabriolaine	Herbe		66	65	48	62	57	52	6	0	46.0	46.0	127.0	46.0	0.36220472440944884
741	742	Chevroum	Herbe		123	100	62	97	81	68	6	0	62.0	62.0	129.0	62.0	0.4806201550387597
742	743	Pandespi�gle	Combat		67	82	62	46	48	43	6	0	26.0	26.0	118.0	26.0	0.22033898305084745
743	744	Pandarbare	Combat	Obscur	95	124	78	69	71	58	6	0	46.0	46.0	123.0	46.0	0.37398373983739835
744	745	Couafarel	Normal		75	80	60	65	90	102	6	0	113.0	113.0	131.0	113.0	0.8625954198473282
745	746	Psystigri	Psy		62	48	54	63	60	68	6	0	58.0	58.0	112.0	58.0	0.5178571428571429
746	747	Mistigrix Male	Psy		74	48	76	83	81	104	6	0	91.0	91.0	115.0	91.0	0.7913043478260869
747	748	Mistigrix Femelle	Psy		74	48	76	83	81	104	6	0	93.0	93.0	127.0	93.0	0.7322834645669292
748	749	Monorpale	Acier	Spectre	45	80	100	35	37	28	6	0	35.0	35.0	112.0	35.0	0.3125
749	750	Dimocl�s	Acier	Spectre	59	110	150	45	49	35	6	0	44.0	44.0	132.0	44.0	0.3333333333333333
750	751	Exagide forme de lame	Acier		60	150	50	150	50	60	6	0	64.0	64.0	128.0	64.0	0.5
751	752	Exagide forme de bouclier	Acier	Spectre	60	50	150	50	150	60	6	0	63.0	63.0	121.0	63.0	0.5206611570247934
752	753	Fluvetin	F�e		78	52	60	63	65	23	6	0	8.0	8.0	133.0	8.0	0.06015037593984962
753	754	Cocotine	F�e		101	72	72	99	89	29	6	0	25.0	25.0	129.0	25.0	0.1937984496124031
754	755	Sucroquin	F�e		62	48	66	59	57	49	6	0	41.0	41.0	121.0	41.0	0.33884297520661155
755	756	Cupcanaille	F�e		82	80	86	85	75	72	6	0	81.0	81.0	131.0	81.0	0.6183206106870229
756	757	Sepiatop	Obscur	Psy	53	54	53	37	46	45	6	0	34.0	34.0	110.0	34.0	0.3090909090909091
757	758	Sepiatroce	Obscur	Psy	86	92	88	68	75	73	6	0	108.0	108.0	158.0	108.0	0.6835443037974683
758	759	Opermine	Roche	Eau	42	52	67	39	56	50	6	0	37.0	37.0	129.0	37.0	0.2868217054263566
759	760	Golgopathe	Roche	Eau	72	105	115	54	86	68	6	0	69.0	69.0	134.0	69.0	0.5149253731343284
760	761	Venalgue	Poison	Eau	50	60	60	60	60	30	6	0	14.0	14.0	124.0	14.0	0.11290322580645161
761	762	Kravarech	Poison	Dragon	65	75	90	97	123	44	6	0	31.0	31.0	156.0	31.0	0.1987179487179487
762	763	Flingouste	Eau		50	53	62	58	63	44	6	0	17.0	17.0	124.0	17.0	0.13709677419354838
763	764	Gamblast	Eau		71	73	88	120	89	59	6	0	64.0	64.0	147.0	64.0	0.43537414965986393
764	765	Galvaran	Electrique	Normal	44	38	33	61	43	70	6	0	59.0	59.0	112.0	59.0	0.5267857142857143
765	766	Iguolta	Electrique	Normal	62	55	52	109	94	109	6	0	94.0	94.0	120.0	94.0	0.7833333333333333
766	767	Ptyranidur	Roche	Dragon	58	89	77	45	45	48	6	0	34.0	34.0	107.0	34.0	0.3177570093457944
767	768	Rexillius	Roche	Dragon	82	121	119	69	59	71	6	0	82.0	82.0	152.0	82.0	0.5394736842105263
768	769	Amagara	Roche	Glace	77	59	50	67	63	46	6	0	28.0	28.0	121.0	28.0	0.23140495867768596
769	770	Dragmara	Roche	Glace	123	77	72	99	92	58	6	0	61.0	61.0	132.0	61.0	0.4621212121212121
770	771	Nymphali	F�e		95	65	65	110	130	60	6	0	49.0	49.0	122.0	49.0	0.4016393442622951
771	772	Brutalibr�	Combat	Vol	78	92	75	74	63	118	6	0	107.0	107.0	121.0	107.0	0.8842975206611571
772	773	Dedenne	Electrique	F�e	67	58	57	81	67	101	6	0	109.0	109.0	124.0	109.0	0.8790322580645161
773	774	Strassie	Roche	F�e	50	50	150	50	150	50	6	0	36.0	36.0	140.0	36.0	0.2571428571428571
774	775	Mucuscule	Dragon		45	50	35	55	75	40	6	0	25.0	25.0	117.0	25.0	0.21367521367521367
775	776	Colimucus	Dragon		68	75	53	83	113	60	6	0	59.0	59.0	130.0	59.0	0.45384615384615384
776	777	Muplodocus	Dragon		90	100	70	110	150	80	6	0	64.0	64.0	106.0	64.0	0.6037735849056604
777	778	Trousselin	Acier	F�e	57	80	91	80	87	75	6	0	70.0	70.0	122.0	70.0	0.5737704918032787
778	779	Broc�l�me	Spectre	Herbe	43	70	48	50	60	38	6	0	33.0	33.0	138.0	33.0	0.2391304347826087
779	780	Dess�liande	Spectre	Herbe	85	110	76	65	82	56	6	0	59.0	59.0	150.0	59.0	0.3933333333333333
780	781	Pitrouille taille moyenne	Spectre	Herbe	49	66	70	44	55	51	6	0	49.0	49.0	115.0	49.0	0.4260869565217391
781	782	Pitrouille petite taille	Spectre	Herbe	44	66	70	44	55	56	6	0					
782	783	Pitrouille grande taille	Spectre	Herbe	54	66	70	44	55	46	6	0	51.0	51.0	121.0	51.0	0.4214876033057851
783	784	Pitrouille super taille	Spectre	Herbe	59	66	70	44	55	41	6	0	33.0	33.0	131.0	33.0	0.25190839694656486
784	785	Banshitrouye taille moyenne	Spectre	Herbe	65	90	122	58	75	84	6	0	92.0	92.0	128.0	92.0	0.71875
785	786	Banshitrouye petite taille	Spectre	Herbe	55	85	122	58	75	99	6	0	98.0	98.0	121.0	98.0	0.8099173553719008
786	787	Banshitrouye grande taille	Spectre	Herbe	75	95	122	58	75	69	6	0	71.0	71.0	124.0	71.0	0.5725806451612904
787	788	Banshitrouye super taille	Spectre	Herbe	85	100	122	58	75	54	6	0	52.0	52.0	132.0	52.0	0.3939393939393939
788	789	Grela�on	Glace		55	69	85	32	35	28	6	0	12.0	12.0	129.0	12.0	0.09302325581395349
789	790	S�racrawl	Glace		95	117	184	44	46	28	6	0	36.0	36.0	121.0	36.0	0.2975206611570248
790	791	Sonistrelle	Vol	Dragon	40	30	35	45	40	55	6	0	40.0	40.0	127.0	40.0	0.31496062992125984
791	792	Bruyverne	Vol	Dragon	85	70	80	97	80	123	6	0	107.0	107.0	115.0	107.0	0.9304347826086956
792	793	Xerneas	F�e		126	131	95	131	98	99	6	1	107.0	107.0	129.0	107.0	0.8294573643410853
793	794	Yveltal	Obscur	Vol	126	131	95	131	98	99	6	1	111.0	111.0	137.0	111.0	0.8102189781021898
794	795	Zygarde demi forme	Dragon	Sol	108	100	121	81	95	95	6	1	80.0	80.0	107.0	80.0	0.7476635514018691
795	796	Diancie	Roche	F�e	50	100	150	100	150	50	6	1	39.0	39.0	105.0	39.0	0.37142857142857144
796	797	Mega Diancie	Roche	F�e	50	160	110	160	110	110	6	1	116.0	116.0	131.0	116.0	0.8854961832061069
797	798	Hoopa confin�	Psy	Spectre	80	110	60	150	130	70	6	1	60.0	60.0	119.0	60.0	0.5042016806722689
798	799	Hoopa non li�	Psy	Obscur	80	160	60	170	130	80	6	1	89.0	89.0	144.0	89.0	0.6180555555555556
799	800	Volcanion	Feu	Eau	80	110	120	130	90	70	6	1	75.0	75.0	121.0	75.0	0.6198347107438017
